Lugar;Espacialidade;"COD IBGE";"IDHM (2010)"
"Sena Madureira (AC)";Município;120050;0,603
"Altaneira (CE)";Município;230060;0,602
"Araripina (PE)";Município;260110;0,602
"Barro Preto (BA)";Município;290330;0,602
"Bom Jardim (PE)";Município;260220;0,602
"Botumirim (MG)";Município;310850;0,602
"Caaporã (PB)";Município;250300;0,602
"Colares (PA)";Município;150260;0,602
"Condado (PE)";Município;260460;0,602
"Gameleira (PE)";Município;260590;0,602
"Ibititá (BA)";Município;291310;0,602
"Itabi (SE)";Município;280310;0,602
"Jussiape (BA)";Município;291860;0,602
"Lagoa de Itaenga (PE)";Município;260850;0,602
"Lago dos Rodrigues (MA)";Município;210594;0,602
"Nazária (PI)";Município;220672;0,602
"Ribeirão (PE)";Município;261180;0,602
"Rio Espera (MG)";Município;315520;0,602
"Rondon do Pará (PA)";Município;150618;0,602
"Santana do Araguaia (PA)";Município;150670;0,602
"São Bento (MA)";Município;211050;0,602
"Senador La Rocque (MA)";Município;211176;0,602
"Triunfo Potiguar (RN)";Município;241445;0,602
"Acaraú (CE)";Município;230020;0,601
"Águas Vermelhas (MG)";Município;310100;0,601
"Alto Santo (CE)";Município;230070;0,601
"Bequimão (MA)";Município;210190;0,601
"Cândido Sales (BA)";Município;290670;0,601
"Cipó (BA)";Município;290790;0,601
"Cotriguaçu (MT)";Município;510337;0,601
"Diogo de Vasconcelos (MG)";Município;312170;0,601
"Dom Expedito Lopes (PI)";Município;220340;0,601
"Itapiratins (TO)";Município;171090;0,601
"Jequeri (MG)";Município;313550;0,601
"Jucurutu (RN)";Município;240610;0,601
"Lagoa D'Anta (RN)";Município;240620;0,601
"Mutuípe (BA)";Município;292240;0,601
"Nova Floresta (PB)";Município;251010;0,601
"Pereiro (CE)";Município;231080;0,601
"Reriutaba (CE)";Município;231170;0,601
"Ribeira do Pombal (BA)";Município;292660;0,601
"Ribeiro Gonçalves (PI)";Município;220890;0,601
"Santa Cruz do Piauí (PI)";Município;220910;0,601
"Taipas do Tocantins (TO)";Município;172093;0,601
"Alcântaras (CE)";Município;230050;0,600
"Assaré (CE)";Município;230160;0,600
"Barão de Melgaço (MT)";Município;510160;0,600
"Bragança (PA)";Município;150170;0,600
"Catas Altas da Noruega (MG)";Município;311540;0,600
"Chorrochó (BA)";Município;290770;0,600
"Cidelândia (MA)";Município;210325;0,600
"Coribe (BA)";Município;290910;0,600
"Coronel Domingos Soares (PR)";Município;410645;0,600
"Feira Nova (PE)";Município;260540;0,600
"Inácio Martins (PR)";Município;411020;0,600
"Itinga (MG)";Município;313400;0,600
"Itiruçu (BA)";Município;291690;0,600
"Moreilândia (PE)";Município;261430;0,600
"Nossa Senhora das Dores (SE)";Município;280460;0,600
"Paulistana (PI)";Município;220780;0,600
"Piquet Carneiro (CE)";Município;231090;0,600
"Piranga (MG)";Município;315080;0,600
"Rio Sono (TO)";Município;171875;0,600
"Santo André (PB)";Município;251385;0,600
"São Geraldo da Piedade (MG)";Município;316160;0,600
"São Pedro dos Crentes (MA)";Município;211157;0,600
"Wanderley (BA)";Município;293345;0,600
"Agricolândia (PI)";Município;220010;0,599
"Alagoinha (PE)";Município;260060;0,599
"Antonina do Norte (CE)";Município;230080;0,599
"Bandeira (MG)";Município;310520;0,599
"Barro (CE)";Município;230200;0,599
"Boa Ventura (PB)";Município;250210;0,599
"Capela do Alto Alegre (BA)";Município;290685;0,599
"Chã Grande (PE)";Município;260450;0,599
"Cravolândia (BA)";Município;290950;0,599
"Gavião (BA)";Município;291125;0,599
"Hugo Napoleão (PI)";Município;220460;0,599
"Iraquara (BA)";Município;291440;0,599
"Itabela (BA)";Município;291465;0,599
"Itajuípe (BA)";Município;291550;0,599
"Itapé (BA)";Município;291620;0,599
"Itapecuru Mirim (MA)";Município;210540;0,599
"Lafaiete Coutinho (BA)";Município;291870;0,599
"Mãe do Rio (PA)";Município;150405;0,599
"Malhada dos Bois (SE)";Município;280380;0,599
"Mansidão (BA)";Município;292045;0,599
"Martinópole (CE)";Município;230790;0,599
"Padre Carvalho (MG)";Município;314625;0,599
"Parnamirim (PE)";Município;261040;0,599
"Pedra Branca (PB)";Município;251100;0,599
"Peri Mirim (MA)";Município;210840;0,599
"Porto Estrela (MT)";Município;510685;0,599
"Santa Luzia do Paruá (MA)";Município;211003;0,599
"Tanque Novo (BA)";Município;293105;0,599
"Tasso Fragoso (MA)";Município;211200;0,599
"Terra Nova (PE)";Município;261520;0,599
"Xapuri (AC)";Município;120070;0,599
"Altinho (PE)";Município;260080;0,598
"Amarante (PI)";Município;220050;0,598
"Antônio Gonçalves (BA)";Município;290180;0,598
"Belmonte (BA)";Município;290340;0,598
"Boa Viagem (CE)";Município;230240;0,598
"Chapada do Norte (MG)";Município;311610;0,598
"Iguaraci (PE)";Município;260690;0,598
"Jucás (CE)";Município;230740;0,598
"Monte das Gameleiras (RN)";Município;240790;0,598
"Nossa Senhora de Lourdes (SE)";Município;280470;0,598
"Pombos (PE)";Município;261130;0,598
"Santaluz (BA)";Município;292800;0,598
"Santa Maria do Pará (PA)";Município;150660;0,598
"São João Batista (MA)";Município;211100;0,598
"Seringueiras (RO)";Município;110150;0,598
"Serrinha dos Pintos (RN)";Município;241355;0,598
"Urandi (BA)";Município;293260;0,598
"Aguiar (PB)";Município;250020;0,597
"Angelândia (MG)";Município;310285;0,597
"Bom Jesus (PB)";Município;250220;0,597
"Brejo do Cruz (PB)";Município;250280;0,597
"Brejões (BA)";Município;290430;0,597
"Cariús (CE)";Município;230330;0,597
"Fernando Pedroza (RN)";Município;240375;0,597
"Flores de Goiás (GO)";Município;520790;0,597
"Frutuoso Gomes (RN)";Município;240400;0,597
"Hidrolândia (CE)";Município;230520;0,597
"Lagoa Grande (PE)";Município;260875;0,597
"Lagoinha do Piauí (PI)";Município;220554;0,597
"Magalhães Barata (PA)";Município;150410;0,597
"Maribondo (AL)";Município;270480;0,597
"Materlândia (MG)";Município;314060;0,597
"Morro do Pilar (MG)";Município;314370;0,597
"Nova Fátima (BA)";Município;292273;0,597
"Novo Horizonte (BA)";Município;292303;0,597
"Santa Luzia do Norte (AL)";Município;270790;0,597
"São Domingos (GO)";Município;521980;0,597
"Serra Negra do Norte (RN)";Município;241340;0,597
"Sirinhaém (PE)";Município;261420;0,597
"Tanquinho (BA)";Município;293110;0,597
"Cacimba de Areia (PB)";Município;250340;0,596
"Cariré (CE)";Município;230310;0,596
"Central (BA)";Município;290760;0,596
"Cocos (BA)";Município;290810;0,596
"Colinas (MA)";Município;210350;0,596
"Governador Jorge Teixeira (RO)";Município;110100;0,596
"Lapão (BA)";Município;291915;0,596
"Machadinho D'Oeste (RO)";Município;110013;0,596
"Manaquiri (AM)";Município;130255;0,596
"Muricilândia (TO)";Município;171395;0,596
"Novo Jardim (TO)";Município;171525;0,596
"Padre Paraíso (MG)";Município;314630;0,596
"Piracuruca (PI)";Município;220830;0,596
"São Braz do Piauí (PI)";Município;220955;0,596
"Upanema (RN)";Município;241460;0,596
"Vitória do Mearim (MA)";Município;211290;0,596
"Vitória do Xingu (PA)";Município;150835;0,596
"Acopiara (CE)";Município;230030;0,595
"Alagoinha (PB)";Município;250050;0,595
"Arauá (SE)";Município;280040;0,595
"Barras (PI)";Município;220120;0,595
"Codó (MA)";Município;210330;0,595
"Eliseu Martins (PI)";Município;220360;0,595
"Emas (PB)";Município;250590;0,595
"Granito (PE)";Município;260630;0,595
"Igarapé-Açu (PA)";Município;150320;0,595
"Itacuruba (PE)";Município;260740;0,595
"João Câmara (RN)";Município;240580;0,595
"Jundiá (RN)";Município;240615;0,595
"Nova Nazaré (MT)";Município;510617;0,595
"Nova Palmeira (PB)";Município;251030;0,595
"Ouro Verde de Minas (MG)";Município;314620;0,595
"Paranã (TO)";Município;171620;0,595
"Pirpirituba (PB)";Município;251180;0,595
"Ponto dos Volantes (MG)";Município;315217;0,595
"Presidente Kubitschek (MG)";Município;315330;0,595
"Santa Rosa do Tocantins (TO)";Município;171890;0,595
"São Bento do Trairí (RN)";Município;241170;0,595
"São Geraldo do Araguaia (PA)";Município;150745;0,595
"São Lourenço do Piauí (PI)";Município;221035;0,595
"São Pedro do Piauí (PI)";Município;221050;0,595
"Serra do Ramalho (BA)";Município;293015;0,595
"Serrita (PE)";Município;261400;0,595
"Solânea (PB)";Município;251600;0,595
"Trindade (PE)";Município;261560;0,595
"Zé Doca (MA)";Município;211400;0,595
"Anamã (AM)";Município;130008;0,594
"Anísio de Abreu (PI)";Município;220070;0,594
"Areia (PB)";Município;250110;0,594
"Bannach (PA)";Município;150125;0,594
"Batalha (AL)";Município;270070;0,594
"Bertópolis (MG)";Município;310660;0,594
"Carrasco Bonito (TO)";Município;170389;0,594
"Condado (PB)";Município;250450;0,594
"Custódia (PE)";Município;260510;0,594
"Itororó (BA)";Município;291710;0,594
"Normandia (RR)";Município;140040;0,594
"Óbidos (PA)";Município;150510;0,594
"Ocara (CE)";Município;230945;0,594
"Pintópolis (MG)";Município;315057;0,594
"Quiterianópolis (CE)";Município;231126;0,594
"Riacho de Santo Antônio (PB)";Município;251278;0,594
"Rio do Pires (BA)";Município;292690;0,594
"Santana dos Garrotes (PB)";Município;251360;0,594
"São Domingos do Araguaia (PA)";Município;150715;0,594
"São Félix do Xingu (PA)";Município;150730;0,594
"São Julião (PI)";Município;221030;0,594
"São Sebastião de Lagoa de Roça (PB)";Município;251510;0,594
"Tapiramutá (BA)";Município;293130;0,594
"Teodoro Sampaio (BA)";Município;293140;0,594
"Varzelândia (MG)";Município;317090;0,594
"Aragominas (TO)";Município;170130;0,593
"Belém (AL)";Município;270080;0,593
"Buenos Aires (PE)";Município;260270;0,593
"Campo Novo de Rondônia (RO)";Município;110070;0,593
"Carnaubal (CE)";Município;230340;0,593
"Comercinho (MG)";Município;311700;0,593
"Diamante (PB)";Município;250560;0,593
"Glória (BA)";Município;291140;0,593
"Jacaraci (BA)";Município;291740;0,593
"Jardim do Mulato (PI)";Município;220525;0,593
"João Dourado (BA)";Município;291835;0,593
"Maraú (BA)";Município;292070;0,593
"Miravânia (MG)";Município;314225;0,593
"Pão de Açúcar (AL)";Município;270640;0,593
"Pedra Mole (SE)";Município;280500;0,593
"Santa Terezinha (PE)";Município;261280;0,593
"São Bento do Una (PE)";Município;261300;0,593
"São Miguel das Matas (BA)";Município;292940;0,593
"Tacuru (MS)";Município;500795;0,593
"Tamandaré (PE)";Município;261485;0,593
"Ubatã (BA)";Município;293230;0,593
"União dos Palmares (AL)";Município;270930;0,593
"Agrestina (PE)";Município;260030;0,592
"Alto Alegre dos Parecis (RO)";Município;110037;0,592
"Alvarenga (MG)";Município;310220;0,592
"Antas (BA)";Município;290160;0,592
"Araçoiaba (PE)";Município;260105;0,592
"Barão de Grajaú (MA)";Município;210150;0,592
"Belém (PB)";Município;250190;0,592
"Bom Sucesso (PB)";Município;250230;0,592
"Brejinho (RN)";Município;240180;0,592
"Brejolândia (BA)";Município;290440;0,592
"Caiçara (PB)";Município;250360;0,592
"Caridade (CE)";Município;230300;0,592
"Conceição (PB)";Município;250440;0,592
"Conceição do Tocantins (TO)";Município;170560;0,592
"Coração de Maria (BA)";Município;290890;0,592
"Coremas (PB)";Município;250480;0,592
"Cupira (PE)";Município;260500;0,592
"Fronteira dos Vales (MG)";Município;312705;0,592
"Governador Dix-Sept Rosado (RN)";Município;240430;0,592
"Ingá (PB)";Município;250680;0,592
"Itaju do Colônia (BA)";Município;291540;0,592
"Itapetim (PE)";Município;260770;0,592
"Juruti (PA)";Município;150390;0,592
"Juvenília (MG)";Município;313695;0,592
"Mazagão (AP)";Município;160040;0,592
"Miraíma (CE)";Município;230837;0,592
"Nova Belém (MG)";Município;314467;0,592
"Passira (PE)";Município;261050;0,592
"Pedrinhas (SE)";Município;280510;0,592
"Queimadas (BA)";Município;292580;0,592
"Riachuelo (RN)";Município;241090;0,592
"Santanópolis (BA)";Município;292830;0,592
"Santa Rosa de Lima (SE)";Município;280650;0,592
"São Gabriel (BA)";Município;292925;0,592
"São Vicente Ferrer (MA)";Município;211170;0,592
"Serrinha (RN)";Município;241350;0,592
"Souto Soares (BA)";Município;293080;0,592
"Tartarugalzinho (AP)";Município;160070;0,592
"Tenente Ananias (RN)";Município;241410;0,592
"Venturosa (PE)";Município;261600;0,592
"Viçosa (RN)";Município;241490;0,592
"Brejo Grande do Araguaia (PA)";Município;150175;0,591
"Candiba (BA)";Município;290660;0,591
"Cuité (PB)";Município;250510;0,591
"Dom Basílio (BA)";Município;291010;0,591
"Ibicoara (BA)";Município;291220;0,591
"Ibiracatu (MG)";Município;312965;0,591
"Iuiú (BA)";Município;291733;0,591
"Jerumenha (PI)";Município;220530;0,591
"Mirandiba (PE)";Município;260930;0,591
"Pires Ferreira (CE)";Município;231095;0,591
"Pocinhos (PB)";Município;251200;0,591
"Presidente Médici (MA)";Município;210923;0,591
"Quixelô (CE)";Município;231135;0,591
"Regeneração (PI)";Município;220880;0,591
"Riacho de Santana (RN)";Município;241080;0,591
"Santana do Ipanema (AL)";Município;270800;0,591
"Santana do Matos (RN)";Município;241140;0,591
"São Caitano (PE)";Município;261310;0,591
"São José de Piranhas (PB)";Município;251450;0,591
"São Miguel do Gostoso (RN)";Município;241255;0,591
"São Miguel do Guamá (PA)";Município;150760;0,591
"São Miguel dos Milagres (AL)";Município;270870;0,591
"Umari (CE)";Município;231370;0,591
"Ararendá (CE)";Município;230125;0,590
"Buriti Bravo (MA)";Município;210230;0,590
"Canavieiras (BA)";Município;290630;0,590
"Cotegipe (BA)";Município;290940;0,590
"Croatá (CE)";Município;230423;0,590
"Frei Gaspar (MG)";Município;312680;0,590
"Ipupiara (BA)";Município;291410;0,590
"Marcos Parente (PI)";Município;220600;0,590
"Montadas (PB)";Município;250950;0,590
"Mundo Novo (BA)";Município;292210;0,590
"Pai Pedro (MG)";Município;314655;0,590
"Paratinga (BA)";Município;292370;0,590
"Pedras de Fogo (PB)";Município;251120;0,590
"Porto do Mangue (RN)";Município;241025;0,590
"Santa Maria (RN)";Município;240933;0,590
"Santa Maria da Boa Vista (PE)";Município;261260;0,590
"Santana do São Francisco (SE)";Município;280640;0,590
"São Domingos do Azeitão (MA)";Município;211065;0,590
"Sapucaia (PA)";Município;150775;0,590
"Serrolândia (BA)";Município;293060;0,590
"Utinga (BA)";Município;293280;0,590
"Anguera (BA)";Município;290150;0,589
"Baianópolis (BA)";Município;290250;0,589
"Bom Jesus do Tocantins (PA)";Município;150157;0,589
"Bujari (AC)";Município;120013;0,589
"Carnaubais (RN)";Município;240250;0,589
"Conceição do Canindé (PI)";Município;220280;0,589
"Coronel Sapucaia (MS)";Município;500315;0,589
"Dormentes (PE)";Município;260515;0,589
"Esplanada (BA)";Município;291060;0,589
"Frei Paulo (SE)";Município;280230;0,589
"Itagibá (BA)";Município;291520;0,589
"Lagoa de Velhos (RN)";Município;240640;0,589
"Lago da Pedra (MA)";Município;210570;0,589
"Lajeado Novo (MA)";Município;210598;0,589
"Monte Alegre (PA)";Município;150480;0,589
"Neópolis (SE)";Município;280440;0,589
"Olho D'Água das Cunhãs (MA)";Município;210740;0,589
"Palestina do Pará (PA)";Município;150549;0,589
"Paraná (RN)";Município;240860;0,589
"Passagem (RN)";Município;240920;0,589
"Paulo Jacinto (AL)";Município;270660;0,589
"Piranhas (AL)";Município;270710;0,589
"Redenção do Gurguéia (PI)";Município;220870;0,589
"São Domingos do Cariri (PB)";Município;251394;0,589
"São Pedro (RN)";Município;241270;0,589
"Theobroma (RO)";Município;110160;0,589
"Tocantínia (TO)";Município;172110;0,589
"Uruará (PA)";Município;150815;0,589
"Afrânio (PE)";Município;260020;0,588
"Andorinha (BA)";Município;290135;0,588
"Aramari (BA)";Município;290220;0,588
"Assis Brasil (AC)";Município;120005;0,588
"Ataléia (MG)";Município;310470;0,588
"Belterra (PA)";Município;150145;0,588
"Boca do Acre (AM)";Município;130070;0,588
"Caldeirão Grande do Piauí (PI)";Município;220209;0,588
"Camocim de São Félix (PE)";Município;260350;0,588
"Carira (SE)";Município;280140;0,588
"Colônia do Piauí (PI)";Município;220277;0,588
"Feira da Mata (BA)";Município;291077;0,588
"Luís Domingues (MA)";Município;210620;0,588
"Maués (AM)";Município;130290;0,588
"Morrinhos (CE)";Município;230890;0,588
"Morro do Chapéu (BA)";Município;292170;0,588
"Paranhos (MS)";Município;500635;0,588
"Pedrão (BA)";Município;292410;0,588
"Santa Luz (PI)";Município;220930;0,588
"São Domingos (SE)";Município;280680;0,588
"Tailândia (PA)";Município;150795;0,588
"Urbano Santos (MA)";Município;211260;0,588
"Urucurituba (AM)";Município;130440;0,588
"Cachoeira dos Índios (PB)";Município;250330;0,587
"Caiçara do Rio do Vento (RN)";Município;240190;0,587
"Canarana (BA)";Município;290620;0,587
"Candeal (BA)";Município;290640;0,587
"Castelo do Piauí (PI)";Município;220260;0,587
"Coronel Ezequiel (RN)";Município;240280;0,587
"Dom Feliciano (RS)";Município;430650;0,587
"Guaraqueçaba (PR)";Município;410950;0,587
"Joaíma (MG)";Município;313600;0,587
"Malhador (SE)";Município;280390;0,587
"Moita Bonita (SE)";Município;280410;0,587
"Monte Horebe (PB)";Município;250960;0,587
"Montezuma (MG)";Município;314345;0,587
"Nossa Senhora da Glória (SE)";Município;280450;0,587
"Nova Mamoré (RO)";Município;110033;0,587
"Nova União (RO)";Município;110143;0,587
"Paulista (PB)";Município;251090;0,587
"Pé de Serra (BA)";Município;292405;0,587
"Poço Branco (RN)";Município;241010;0,587
"Presidente Vargas (MA)";Município;210930;0,587
"Santana do Acaraú (CE)";Município;231200;0,587
"Santarém Novo (PA)";Município;150690;0,587
"Santa Teresinha (BA)";Município;292850;0,587
"São Francisco (SE)";Município;280690;0,587
"Tupiratins (TO)";Município;172130;0,587
"Umirim (CE)";Município;231375;0,587
"Vera Cruz (RN)";Município;241480;0,587
"Wagner (BA)";Município;293340;0,587
"Barreiros (PE)";Município;260140;0,586
"Campo Formoso (BA)";Município;290600;0,586
"Chaval (CE)";Município;230390;0,586
"Coari (AM)";Município;130120;0,586
"Coqueiro Seco (AL)";Município;270220;0,586
"Esperantinópolis (MA)";Município;210400;0,586
"Ibiara (PB)";Município;250660;0,586
"Itaquitinga (PE)";Município;260780;0,586
"Laje (BA)";Município;291880;0,586
"Miguel Calmon (BA)";Município;292120;0,586
"Nhamundá (AM)";Município;130300;0,586
"Nossa Senhora de Nazaré (PI)";Município;220675;0,586
"Palmas de Monte Alto (BA)";Município;292340;0,586
"Porto Calvo (AL)";Município;270730;0,586
"Serra Grande (PB)";Município;251570;0,586
"Sussuapara (PI)";Município;221093;0,586
"Tavares (PB)";Município;251660;0,586
"Tomé-Açu (PA)";Município;150800;0,586
"Varzedo (BA)";Município;293317;0,586
"Viçosa (AL)";Município;270940;0,586
"Afonso Bezerra (RN)";Município;240030;0,585
"Alegrete do Piauí (PI)";Município;220027;0,585
"Alto Longá (PI)";Município;220030;0,585
"Baixa Grande (BA)";Município;290260;0,585
"Caraúbas (PB)";Município;250407;0,585
"Central do Maranhão (MA)";Município;210312;0,585
"Choró (CE)";Município;230393;0,585
"Cícero Dantas (BA)";Município;290780;0,585
"Crisólita (MG)";Município;312015;0,585
"Curral de Dentro (MG)";Município;312087;0,585
"Granjeiro (CE)";Município;230480;0,585
"Ibitiara (BA)";Município;291300;0,585
"Lagoa Nova (RN)";Município;240650;0,585
"Laranjal (PR)";Município;411325;0,585
"Mamanguape (PB)";Município;250890;0,585
"Nacip Raydan (MG)";Município;314420;0,585
"Nina Rodrigues (MA)";Município;210720;0,585
"Olho-D'Água do Borges (RN)";Município;240840;0,585
"Rio Tinto (PB)";Município;251290;0,585
"Sairé (PE)";Município;261200;0,585
"São Caetano de Odivelas (PA)";Município;150710;0,585
"São Tomé (RN)";Município;241290;0,585
"Sento Sé (BA)";Município;293020;0,585
"Solidão (PE)";Município;261440;0,585
"Xique-Xique (BA)";Município;293360;0,585
"Bom Jesus (RN)";Município;240170;0,584
"Cafarnaum (BA)";Município;290530;0,584
"Cavalcante (GO)";Município;520530;0,584
"Érico Cardoso (BA)";Município;290050;0,584
"Feira Nova (SE)";Município;280220;0,584
"Ibicuí (BA)";Município;291230;0,584
"Ibipitanga (BA)";Município;291250;0,584
"Itanagra (BA)";Município;291590;0,584
"Juarina (TO)";Município;171180;0,584
"Lajedo do Tabocal (BA)";Município;291905;0,584
"Landri Sales (PI)";Município;220560;0,584
"Matriz de Camaragibe (AL)";Município;270510;0,584
"Nova Iorque (MA)";Município;210730;0,584
"Parari (PB)";Município;251065;0,584
"Riacho da Cruz (RN)";Município;241070;0,584
"Santo Antônio de Lisboa (PI)";Município;220940;0,584
"São Francisco do Brejão (MA)";Município;211085;0,584
"Tabocas do Brejo Velho (BA)";Município;293090;0,584
"Tejuçuoca (CE)";Município;231335;0,584
"Umbuzeiro (PB)";Município;251700;0,584
"Vale do Anari (RO)";Município;110175;0,584
"Verdelândia (MG)";Município;317103;0,584
"Aiquara (BA)";Município;290060;0,583
"Aroazes (PI)";Município;220090;0,583
"Buritirana (MA)";Município;210235;0,583
"Cabeceiras do Piauí (PI)";Município;220205;0,583
"Canavieira (PI)";Município;220225;0,583
"Capitão de Campos (PI)";Município;220240;0,583
"Carnaíba (PE)";Município;260390;0,583
"Coluna (MG)";Município;311680;0,583
"Cristália (MG)";Município;312030;0,583
"Dois Irmãos do Tocantins (TO)";Município;170720;0,583
"Felisburgo (MG)";Município;312560;0,583
"Floresta do Araguaia (PA)";Município;150304;0,583
"Itacaré (BA)";Município;291490;0,583
"Itaueira (PI)";Município;220510;0,583
"Jacaré dos Homens (AL)";Município;270340;0,583
"Lagoa do Piauí (PI)";Município;220558;0,583
"Logradouro (PB)";Município;250855;0,583
"Lucena (PB)";Município;250860;0,583
"Macambira (SE)";Município;280370;0,583
"Paramoti (CE)";Município;231040;0,583
"Pau Brasil (BA)";Município;292390;0,583
"Pedro Avelino (RN)";Município;240970;0,583
"Pinhão (SE)";Município;280520;0,583
"Praia Norte (TO)";Município;171830;0,583
"Santa Bárbara (BA)";Município;292750;0,583
"São João da Ponta (PA)";Município;150746;0,583
"São José da Safira (MG)";Município;316300;0,583
"Senador Elói de Souza (RN)";Município;241310;0,583
"Acajutiba (BA)";Município;290030;0,582
"Alagoa Grande (PB)";Município;250030;0,582
"Alhandra (PB)";Município;250060;0,582
"Aricanduva (MG)";Município;310445;0,582
"Bento Fernandes (RN)";Município;240160;0,582
"Catolândia (BA)";Município;290740;0,582
"Condeúba (BA)";Município;290870;0,582
"Curuçá (PA)";Município;150290;0,582
"Iracema (RR)";Município;140028;0,582
"Isaías Coelho (PI)";Município;220490;0,582
"Itatim (BA)";Município;291685;0,582
"Júlio Borges (PI)";Município;220552;0,582
"Lagoa Salgada (RN)";Município;240660;0,582
"Loreto (MA)";Município;210610;0,582
"Manicoré (AM)";Município;130270;0,582
"Maracaçumé (MA)";Município;210632;0,582
"Medicilândia (PA)";Município;150445;0,582
"Mombaça (CE)";Município;230850;0,582
"Rubelita (MG)";Município;315650;0,582
"São Domingos do Maranhão (MA)";Município;211070;0,582
"São João da Serra (PI)";Município;220990;0,582
"Serra de São Bento (RN)";Município;241330;0,582
"Ubaíra (BA)";Município;293210;0,582
"Vertentes (PE)";Município;261620;0,582
"Anajatuba (MA)";Município;210070;0,581
"Anapurus (MA)";Município;210080;0,581
"Aracatu (BA)";Município;290200;0,581
"Baía da Traição (PB)";Município;250140;0,581
"Cabaceiras do Paraguaçu (BA)";Município;290485;0,581
"Camacan (BA)";Município;290560;0,581
"Congo (PB)";Município;250470;0,581
"Curaçá (BA)";Município;290990;0,581
"Darcinópolis (TO)";Município;170650;0,581
"Lago do Junco (MA)";Município;210580;0,581
"Lima Campos (MA)";Município;210600;0,581
"Mascote (BA)";Município;292090;0,581
"Mata Verde (MG)";Município;314055;0,581
"Moraújo (CE)";Município;230880;0,581
"Nova Ipixuna (PA)";Município;150497;0,581
"Nova Olinda do Maranhão (MA)";Município;210735;0,581
"Peixe-Boi (PA)";Município;150560;0,581
"Poranga (CE)";Município;231100;0,581
"São José do Brejo do Cruz (PB)";Município;251465;0,581
"São Sebastião do Maranhão (MG)";Município;316450;0,581
"São Sebastião do Umbuzeiro (PB)";Município;251520;0,581
"Sigefredo Pacheco (PI)";Município;221065;0,581
"Tenório (PB)";Município;251675;0,581
"Vila Nova dos Martírios (MA)";Município;211285;0,581
"Amaraji (PE)";Município;260090;0,580
"Desterro (PB)";Município;250540;0,580
"Elesbão Veloso (PI)";Município;220350;0,580
"Fervedouro (MG)";Município;312595;0,580
"Fortuna (MA)";Município;210420;0,580
"Ibirajuba (PE)";Município;260670;0,580
"Indiaroba (SE)";Município;280280;0,580
"Jaguaquara (BA)";Município;291760;0,580
"Limoeiro de Anadia (AL)";Município;270420;0,580
"Maurilândia do Tocantins (TO)";Município;171280;0,580
"Paraibano (MA)";Município;210770;0,580
"Ponto Novo (BA)";Município;292525;0,580
"Primavera (PE)";Município;261140;0,580
"São Bento (PB)";Município;251390;0,580
"São Francisco (PB)";Município;251398;0,580
"Tamboril (CE)";Município;231320;0,580
"Areia Branca (SE)";Município;280050;0,579
"Banzaê (BA)";Município;290265;0,579
"Cachoeirinha (PE)";Município;260310;0,579
"Canguaretama (RN)";Município;240220;0,579
"Cipotânea (MG)";Município;311630;0,579
"Cordeiros (BA)";Município;290900;0,579
"Ipaporanga (CE)";Município;230565;0,579
"Juarez Távora (PB)";Município;250760;0,579
"Lagoa do Tocantins (TO)";Município;171195;0,579
"Pilar (PB)";Município;251150;0,579
"Remanso (BA)";Município;292600;0,579
"São Desidério (BA)";Município;292890;0,579
"Sucupira do Norte (MA)";Município;211190;0,579
"Tanque do Piauí (PI)";Município;221097;0,579
"Tucano (BA)";Município;293190;0,579
"Umbaúba (SE)";Município;280760;0,579
"Alcantil (PB)";Município;250053;0,578
"Alvorada do Gurguéia (PI)";Município;220045;0,578
"Antônio Martins (RN)";Município;240090;0,578
"Aparecida (PB)";Município;250077;0,578
"Aquidabã (SE)";Município;280020;0,578
"Bacuri (MA)";Município;210130;0,578
"Baião (PA)";Município;150120;0,578
"Belém de Maria (PE)";Município;260150;0,578
"Belém do Brejo do Cruz (PB)";Município;250200;0,578
"Cachoeira de Pajeú (MG)";Município;310270;0,578
"Caririaçu (CE)";Município;230320;0,578
"Coronel João Pessoa (RN)";Município;240290;0,578
"Curuá (PA)";Município;150285;0,578
"Firmino Alves (BA)";Município;291090;0,578
"Itamari (BA)";Município;291570;0,578
"Itambé (BA)";Município;291580;0,578
"Machados (PE)";Município;260910;0,578
"Malhada de Pedras (BA)";Município;292030;0,578
"Monte Alegre do Piauí (PI)";Município;220660;0,578
"Piritiba (BA)";Município;292480;0,578
"Quixabeira (BA)";Município;292593;0,578
"Riachão das Neves (BA)";Município;292620;0,578
"São José do Bonfim (PB)";Município;251460;0,578
"Taperoá (PB)";Município;251650;0,578
"Terra Nova (BA)";Município;293170;0,578
"Autazes (AM)";Município;130030;0,577
"Barra D'Alcântara (PI)";Município;220117;0,577
"Barra de Guabiraba (PE)";Município;260130;0,577
"Barra do Rocha (BA)";Município;290310;0,577
"Brasileira (PI)";Município;220196;0,577
"Cametá (PA)";Município;150210;0,577
"Contendas do Sincorá (BA)";Município;290880;0,577
"Francisco Ayres (PI)";Município;220410;0,577
"Gracho Cardoso (SE)";Município;280260;0,577
"Ibaretama (CE)";Município;230526;0,577
"Mar Vermelho (AL)";Município;270490;0,577
"Nossa Senhora Aparecida (SE)";Município;280445;0,577
"Paripiranga (BA)";Município;292380;0,577
"Pindobaçu (BA)";Município;292460;0,577
"Primavera (PA)";Município;150610;0,577
"Quixaba (PE)";Município;261153;0,577
